우편번호|시도|시도영문|시군구|시군구영문|읍면|읍면영문|도로명코드|도로명|도로명영문|지하여부|건물번호본번|건물번호부번|건물관리번호|다량배달처명|시군구용건물명|법정동코드|법정동명|리명|행정동명|산여부|지번본번|읍면동일련번호|지번부번|구우편번호|우편번호일련번호
06314|서울특별시|Seoul|강남구|Gangnam-gu|||116804166179|논현로4길|Nonhyeon-ro 4-gil|0|28|0|1168010300101670000021162||아파트|1168010300|개포동||개포4동|0|1167|01|0||
06303|서울특별시|Seoul|강남구|Gangnam-gu|||116804166052|개포로17길|Gaepo-ro 17-gil|0|16|0|1168010300112500007000001||에스클래식|1168010300|개포동|||0|1250|01|7||
06312|서울특별시|Seoul|강남구|Gangnam-gu|||116804166128|논현로12길|Nonhyeon-ro 12-gil|0|9|9|1168010300111950002000001||안트레|1168010300|개포동||개포4동|0|1195|01|2||
06303|서울특별시|Seoul|강남구|Gangnam-gu|||116804166052|개포로17길|Gaepo-ro 17-gil|0|3|8|1168010300102450010020461||아비채|1168010300|개포동||개포4동|0|1245|01|10||
06303|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|205|0|1168010300102390019020498||양재빌딩|1168010300|개포동||개포4동|0|1239|01|19||
06306|서울특별시|Seoul|강남구|Gangnam-gu|||116804166057|개포로25길|Gaepo-ro 25-gil|0|13|3|1168010300102560003000001||아원포레스빌|1168010300|개포동||개포4동|0|1256|01|3||
06306|서울특별시|Seoul|강남구|Gangnam-gu|||116804166057|개포로25길|Gaepo-ro 25-gil|0|13|0|1168010300102560004027432||아원포레스빌|1168010300|개포동||개포4동|0|1256|01|4||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116804166053|개포로20길|Gaepo-ro 20-gil|0|24|4|1168010300112320006000003||아크빌라A동|1168010300|개포동||개포4동|0|1232|01|6||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116804166053|개포로20길|Gaepo-ro 20-gil|0|24|0|1168010300112320014000002||아크빌라B동|1168010300|개포동||개포4동|0|1232|01|14||
06306|서울특별시|Seoul|강남구|Gangnam-gu|||116804166054|개포로21길|Gaepo-ro 21-gil|0|6|0|1168010300102570012020424||아택본빌딩|1168010300|개포동||개포4동|0|1257|01|12||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116804166164|논현로18길|Nonhyeon-ro 18-gil|0|15|0|1168010300112370016000001||아택원빌딩|1168010300|개포동||개포4동|0|1237|01|16||
06308|서울특별시|Seoul|강남구|Gangnam-gu|||116804166058|개포로26길|Gaepo-ro 26-gil|0|5|0|1168010300102150007021252||아트빌|1168010300|개포동||개포4동|0|1215|01|7||
06313|서울특별시|Seoul|강남구|Gangnam-gu|||116803121022|논현로|Nonhyeon-ro|0|28|0|1168010300101920007028170||쏘홈빌딩|1168010300|개포동||개포4동|0|1192|02|7||
06303|서울특별시|Seoul|강남구|Gangnam-gu|||116804166051|개포로15길|Gaepo-ro 15-gil|0|3|16|1168010300112400008000001||씨엔와이빌|1168010300|개포동||개포4동|0|1240|01|8||
06313|서울특별시|Seoul|강남구|Gangnam-gu|||116804166171|논현로2길|Nonhyeon-ro 2-gil|0|22|0|1168010300101640008028174||아람손프라자|1168010300|개포동||개포4동|0|1164|01|7||
06322|서울특별시|Seoul|강남구|Gangnam-gu|||116804166611|언주로6길|Eonju-ro 6-gil|0|16|0|1168010300106600023000001||아름다운집|1168010300|개포동|||0|660|01|23||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116804166055|개포로22길|Gaepo-ro 22-gil|0|18|0|1168010300102310008020596||아무르하우스|1168010300|개포동||개포4동|0|1231|01|8||
06306|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|249|0|1168010300102590007020416||신영빌딩|1168010300|개포동||개포4동|0|1259|01|7||
06325|서울특별시|Seoul|강남구|Gangnam-gu|||116804166481|선릉로18길|Seolleung-ro 18-gil|0|38|0|1168010300101690007019346||신원빌라|1168010300|개포동||개포2동|0|169|01|7||
06325|서울특별시|Seoul|강남구|Gangnam-gu|||116804166481|선릉로18길|Seolleung-ro 18-gil|0|24|0|1168010300101710007019320||신진빌라|1168010300|개포동||개포2동|0|171|01|7||
06312|서울특별시|Seoul|강남구|Gangnam-gu|||116803121022|논현로|Nonhyeon-ro|0|46|0|1168010300101940002020924||쌍봉빌딩|1168010300|개포동||개포4동|0|1194|02|2||
06305|서울특별시|Seoul|강남구|Gangnam-gu|||116803005086|언주로|Eonju-ro|0|101|0|1168010300106550003019646||쌍용개포아파트|1168010300|개포동||개포4동|0|655|02|3||
06311|서울특별시|Seoul|강남구|Gangnam-gu|||116804166055|개포로22길|Gaepo-ro 22-gil|0|43|0|1168010300102020000020750||신승빌딩|1168010300|개포동||개포4동|0|1202|01|0||
06315|서울특별시|Seoul|강남구|Gangnam-gu|||116804166204|논현로8길|Nonhyeon-ro 8-gil|0|62|8|1168010300111800003000001||신우 빌|1168010300|개포동||개포4동|0|1180|01|3||
06314|서울특별시|Seoul|강남구|Gangnam-gu|||116804166190|논현로6길|Nonhyeon-ro 6-gil|0|14|9|1168010300111710007000001||수창스마트빌|1168010300|개포동||개포4동|0|1171|01|7||
06314|서울특별시|Seoul|강남구|Gangnam-gu|||116804166190|논현로6길|Nonhyeon-ro 6-gil|0|30|12|1168010300111740006000001||수하우스|1168010300|개포동||개포4동|0|1174|01|6||
06306|서울특별시|Seoul|강남구|Gangnam-gu|||116804166061|개포로31길|Gaepo-ro 31-gil|0|19|8|1168010300112640009000001||수하임|1168010300|개포동||개포4동|0|1264|01|9||
06312|서울특별시|Seoul|강남구|Gangnam-gu|||116804166128|논현로12길|Nonhyeon-ro 12-gil|0|10|0|1168010300101930004028172||쉐라,빌|1168010300|개포동||개포4동|0|1193|01|4||
06313|서울특별시|Seoul|강남구|Gangnam-gu|||116804166171|논현로2길|Nonhyeon-ro 2-gil|0|64|0|1168010300111640026000001||슈베르트빌|1168010300|개포동||개포4동|0|1164|01|26||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116804166166|논현로20길|Nonhyeon-ro 20-gil|0|4|17|1168010300112360017000001||스카이빌|1168010300|개포동||개포4동|0|1236|01|17||
06314|서울특별시|Seoul|강남구|Gangnam-gu|||116804166171|논현로2길|Nonhyeon-ro 2-gil|0|45|0|1168010300111660005000001||스타빌|1168010300|개포동||개포4동|0|1166|01|5||
06324|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|410|0|1168010300101550000028226||수도전기공업고등학교|1168010300|개포동||개포2동|0|155|01|0||
06329|서울특별시|Seoul|강남구|Gangnam-gu|||116804166068|개포로82길|Gaepo-ro 82-gil|0|13|9|1168010300101860004019912||세종빌딩|1168010300|개포동||개포2동|0|186|01|4||
06312|서울특별시|Seoul|강남구|Gangnam-gu|||116804166158|논현로16길|Nonhyeon-ro 16-gil|0|20|3|1168010300102210010020727||셍상스1|1168010300|개포동||개포4동|0|1221|01|10||
06329|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|508|0|1168010300101860015019903||소망빌딩|1168010300|개포동||개포2동|0|186|01|15||
06312|서울특별시|Seoul|강남구|Gangnam-gu|||116803121022|논현로|Nonhyeon-ro|0|62|0|1168010300102280001020803||세영빌딩|1168010300|개포동||개포4동|0|1228|02|1||
06329|서울특별시|Seoul|강남구|Gangnam-gu|||116804166068|개포로82길|Gaepo-ro 82-gil|0|5|8|1168010300101860011019909||성지빌딩|1168010300|개포동||개포2동|0|186|01|11||
06312|서울특별시|Seoul|강남구|Gangnam-gu|||116803121022|논현로|Nonhyeon-ro|0|34|0|1168010300101930000021049||선테크빌딩|1168010300|개포동||개포4동|0|1193|02|0||
06308|서울특별시|Seoul|강남구|Gangnam-gu|||116804166058|개포로26길|Gaepo-ro 26-gil|0|27|0|1168010300102060005021267||서현빌라|1168010300|개포동||개포4동|0|1206|01|5||
06303|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|209|0|1168010300102460001027274||서호빌딩|1168010300|개포동||개포4동|0|1246|01|0||
06313|서울특별시|Seoul|강남구|Gangnam-gu|||116803121022|논현로|Nonhyeon-ro|0|8|0|1168010300101630005021220||서흥빌딩|1168010300|개포동||개포4동|0|1163|02|5||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|202|0|1168010300102380000020531||석인빌딩|1168010300|개포동||개포4동|0|1238|01|0||
06325|서울특별시|Seoul|강남구|Gangnam-gu|||116803122006|선릉로|Seolleung-ro|0|42|0|1168010300101680008019476||석일빌딩|1168010300|개포동||개포2동|0|168|02|8||
06335|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|615|0|1168010300100120004019079||석탑프라자|1168010300|개포동||일원2동|0|12|01|4||
06312|서울특별시|Seoul|강남구|Gangnam-gu|||116804166053|개포로20길|Gaepo-ro 20-gil|0|42|0|1168010300102210005020765||선경파크빌|1168010300|개포동||개포4동|0|1221|01|5||
06309|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|250|0|1168010300102120003020458||선광빌딩|1168010300|개포동||개포4동|0|1212|01|3||
06306|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|241|0|1168010300102590003020430||선모빌딩|1168010300|개포동||개포4동|0|1259|01|3||
06303|서울특별시|Seoul|강남구|Gangnam-gu|||116804166051|개포로15길|Gaepo-ro 15-gil|0|32|0|1168010300102420000020294||샤트렌 빌딩|1168010300|개포동||개포4동|0|1242|01|0||
06336|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|619|0|1168010300100140004026815||서울강남우체국|1168010300|개포동||일원2동|0|14|01|4||
06325|서울특별시|Seoul|강남구|Gangnam-gu|||116804166470|선릉로14길|Seolleung-ro 14-gil|0|7|0|1168010300101710014019406||서울광학|1168010300|개포동||개포2동|0|171|01|14||
06336|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|617|0|1168010300100140000019072||서울수서경찰서|1168010300|개포동||일원2동|0|14|01|0||
06309|서울특별시|Seoul|강남구|Gangnam-gu|||116804166063|개포로34길|Gaepo-ro 34-gil|0|22|0|1168010300102090008021322||서원맨션|1168010300|개포동||개포4동|0|1209|01|8||
06312|서울특별시|Seoul|강남구|Gangnam-gu|||116804166128|논현로12길|Nonhyeon-ro 12-gil|0|19|10|1168010300101980009020825||서전빌딩|1168010300|개포동||개포4동|0|1198|01|9||
06303|서울특별시|Seoul|강남구|Gangnam-gu|||116804166051|개포로15길|Gaepo-ro 15-gil|0|11|0|1168010300102400001020411||상헌새티스빌|1168010300|개포동||개포4동|0|1240|01|1||
06313|서울특별시|Seoul|강남구|Gangnam-gu|||116804166171|논현로2길|Nonhyeon-ro 2-gil|0|34|0|1168010300101640012000001||새롬아파트|1168010300|개포동||개포4동|0|1164|01|12||
06313|서울특별시|Seoul|강남구|Gangnam-gu|||116804166171|논현로2길|Nonhyeon-ro 2-gil|0|38|0|1168010300101640014000001||새롬아파트|1168010300|개포동||개포4동|0|1164|01|14||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116804166164|논현로18길|Nonhyeon-ro 18-gil|0|14|18|1168010300112350008000001||삼성베스트빌|1168010300|개포동||개포4동|0|1235|01|8||
06312|서울특별시|Seoul|강남구|Gangnam-gu|||116804166158|논현로16길|Nonhyeon-ro 16-gil|0|14|10|1168010300102260004000001||조이하우스빌1차|1168010300|개포동||개포4동|0|1226|01|4||
06312|서울특별시|Seoul|강남구|Gangnam-gu|||116804166158|논현로16길|Nonhyeon-ro 16-gil|0|10|9|1168010300102260007000001||조이하우스빌2차|1168010300|개포동||개포4동|0|1226|01|7||
06329|서울특별시|Seoul|강남구|Gangnam-gu|||116804166412|삼성로4길|Samseong-ro 4-gil|0|17|0|1168010300101870000019796||주공아파트|1168010300|개포동||개포2동|0|187|01|0||
06322|서울특별시|Seoul|강남구|Gangnam-gu|||116804166611|언주로6길|Eonju-ro 6-gil|0|15|0|1168010300106600016000001||정익하우스|1168010300|개포동||개포1동|0|660|01|16||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|224|0|1168010300102310000020493||준빌딩|1168010300|개포동||개포4동|0|1231|01|0||
06312|서울특별시|Seoul|강남구|Gangnam-gu|||116804166055|개포로22길|Gaepo-ro 22-gil|0|38|0|1168010300112190004000001||장원|1168010300|개포동|||0|1219|01|4||
06312|서울특별시|Seoul|강남구|Gangnam-gu|||116804166055|개포로22길|Gaepo-ro 22-gil|0|36|0|1168010300112190003000001||장원|1168010300|개포동|||0|1219|01|3||
06306|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|247|0|1168010300102590006020419||재승빌딩|1168010300|개포동||개포4동|0|1259|01|6||
06313|서울특별시|Seoul|강남구|Gangnam-gu|||116803121022|논현로|Nonhyeon-ro|0|20|0|1168010300101910003021177||정남빌딩|1168010300|개포동||개포4동|0|1191|02|3||
06306|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|229|0|1168010300102580004000001||정원빌딩|1168010300|개포동||개포4동|0|1258|01|4||
06325|서울특별시|Seoul|강남구|Gangnam-gu|||116804166490|선릉로6길|Seolleung-ro 6-gil|0|29|0|1168010300101600005019440||인파크뷰|1168010300|개포동||개포2동|0|160|01|5||
06313|서울특별시|Seoul|강남구|Gangnam-gu|||116803121022|논현로|Nonhyeon-ro|0|24|0|1168010300101910001021153||일산빌딩|1168010300|개포동||개포4동|0|1191|02|1||
06325|서울특별시|Seoul|강남구|Gangnam-gu|||116803122006|선릉로|Seolleung-ro|0|28|0|1168010300101580000000001||일영빌딩|1168010300|개포동|||0|158|02|0||
06335|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|607|0|1168010300100120006019084||일원2동주민센터|1168010300|개포동||일원2동|0|12|01|6||
06336|서울특별시|Seoul|강남구|Gangnam-gu|||116804166040|개포로109길|Gaepo-ro 109-gil|0|38|0|1168010300100140003019070||일원동천주교회|1168010300|개포동||일원2동|0|14|01|3||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116804166055|개포로22길|Gaepo-ro 22-gil|0|20|0|1168010300112310009000001||일흥빌딩|1168010300|개포동||개포4동|0|1231|01|9||
06306|서울특별시|Seoul|강남구|Gangnam-gu|||116804166061|개포로31길|Gaepo-ro 31-gil|0|15|3|1168010300102610004020329||자성빌딩|1168010300|개포동||개포4동|0|1261|01|4||
06325|서울특별시|Seoul|강남구|Gangnam-gu|||116804166443|선릉로10길|Seolleung-ro 10-gil|0|10|8|1168010300101660003019526||장원빌라|1168010300|개포동||개포2동|0|166|01|3||
06323|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|409|1|1168010300101810000020854||이화경로당|1168010300|개포동|||0|181|01|0||
06313|서울특별시|Seoul|강남구|Gangnam-gu|||116803121022|논현로|Nonhyeon-ro|0|22|0|1168010300101910002021163||인(IN)빌딩|1168010300|개포동||개포4동|0|1191|02|2||
06313|서울특별시|Seoul|강남구|Gangnam-gu|||116804166171|논현로2길|Nonhyeon-ro 2-gil|0|54|0|1168010300101640022021039||인바디빌딩|1168010300|개포동||개포4동|0|1164|01|21||
06314|서울특별시|Seoul|강남구|Gangnam-gu|||116804166204|논현로8길|Nonhyeon-ro 8-gil|0|23|0|1168010300101840024020977||일류빌라|1168010300|개포동||개포4동|0|1184|01|24||
06303|서울특별시|Seoul|강남구|Gangnam-gu|||116804166051|개포로15길|Gaepo-ro 15-gil|0|38|0|1168010300102430009020256||이룸빌딩|1168010300|개포동||개포4동|0|1243|01|9||
06306|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|233|0|1168010300102580006020444||유림빌딩|1168010300|개포동||개포4동|0|1258|01|6||
06322|서울특별시|Seoul|강남구|Gangnam-gu|||116804166611|언주로6길|Eonju-ro 6-gil|0|4|5|1168010300106600029019739||유지빌라|1168010300|개포동||개포1동|0|660|01|29||
06306|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|237|0|1168010300102590001020437||유진빌딩|1168010300|개포동||개포4동|0|1259|01|1||
06308|서울특별시|Seoul|강남구|Gangnam-gu|||116804166058|개포로26길|Gaepo-ro 26-gil|0|18|0|1168010300112050000000001||위미르빌|1168010300|개포동||개포4동|0|1205|01|0||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116804166158|논현로16길|Nonhyeon-ro 16-gil|0|11|0|1168010300102300000020737||유덕빌딩|1168010300|개포동||개포4동|0|1230|01|0||
06306|서울특별시|Seoul|강남구|Gangnam-gu|||116804166061|개포로31길|Gaepo-ro 31-gil|0|9|9|1168010300102600002020369||우찬현대아파트|1168010300|개포동||개포4동|0|1260|01|2||
06306|서울특별시|Seoul|강남구|Gangnam-gu|||116804166061|개포로31길|Gaepo-ro 31-gil|0|3|12|1168010300102600011020391||우찬현대아파트|1168010300|개포동||개포4동|0|1260|01|11||
06306|서울특별시|Seoul|강남구|Gangnam-gu|||116804166061|개포로31길|Gaepo-ro 31-gil|0|9|5|1168010300102600004020363||우찬현대아파트|1168010300|개포동||개포4동|0|1260|01|4||
06303|서울특별시|Seoul|강남구|Gangnam-gu|||116804166051|개포로15길|Gaepo-ro 15-gil|0|32|7|1168010300102430010020322||원빌라|1168010300|개포동||개포4동|0|1243|01|10||
06303|서울특별시|Seoul|강남구|Gangnam-gu|||116804166051|개포로15길|Gaepo-ro 15-gil|0|32|5|1168010300102430006020308||원빌라|1168010300|개포동||개포4동|0|1243|01|6||
06306|서울특별시|Seoul|강남구|Gangnam-gu|||116804166054|개포로21길|Gaepo-ro 21-gil|0|27|0|1168010300102520005020230||우리빌라|1168010300|개포동||개포4동|0|1252|01|5||
06319|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|307|0|1168010300106520000019285||우성3차아파트|1168010300|개포동||개포1동|0|652|01|0||
06316|서울특별시|Seoul|강남구|Gangnam-gu|||116803005086|언주로|Eonju-ro|0|3|0|1168010300106580001019759||우성6차아파트|1168010300|개포동||개포4동|0|658|02|1||
06323|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|411|0|1168010300101790000019099||우성8차아파트|1168010300|개포동||개포2동|0|179|01|0||
06318|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|311|0|1168010300106510001019239||우성9차아파트|1168010300|개포동||개포1동|0|651|01|1||
06325|서울특별시|Seoul|강남구|Gangnam-gu|||116804166443|선릉로10길|Seolleung-ro 10-gil|0|28|0|1168010300101610000019362||우성파크빌라|1168010300|개포동||개포2동|0|161|01|0||
06312|서울특별시|Seoul|강남구|Gangnam-gu|||116803121022|논현로|Nonhyeon-ro|0|44|0|1168010300101940003020948||우신빌딩|1168010300|개포동||개포4동|0|1194|02|3||
06325|서울특별시|Seoul|강남구|Gangnam-gu|||116803122006|선릉로|Seolleung-ro|0|38|0|1168010300101680005019509||오성빌딩|1168010300|개포동||개포2동|0|168|02|5||
06313|서울특별시|Seoul|강남구|Gangnam-gu|||116803121022|논현로|Nonhyeon-ro|0|30|0|1168010300101920000021095||와세다빌딩|1168010300|개포동||개포4동|0|1192|02|0||
06306|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|223|0|1168010300102580001020453||우덕빌딩|1168010300|개포동||개포4동|0|1258|01|1||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116804166166|논현로20길|Nonhyeon-ro 20-gil|0|4|33|1168010300102360011020748||예가풍경채|1168010300|개포동||개포4동|0|1236|01|11||
06303|서울특별시|Seoul|강남구|Gangnam-gu|||116804166052|개포로17길|Gaepo-ro 17-gil|0|3|4|1168010300102450008028159||우림레스빌|1168010300|개포동||개포4동|0|1245|01|8||
06310|서울특별시|Seoul|강남구|Gangnam-gu|||116804166616|언주로7길|Eonju-ro 7-gil|0|23|0|1168010300106560000019995||예지어린이집|1168010300|개포동|||0|1282|01|2||
06325|서울특별시|Seoul|강남구|Gangnam-gu|||116803122006|선릉로|Seolleung-ro|0|32|0|1168010300101670008019558||영동농협개포지소|1168010300|개포동||개포2동|0|167|02|3||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|218|0|1168010300102380008020502||영신빌딩|1168010300|개포동||개포4동|0|1238|01|8||
06308|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|228|0|1168010300102170000020488||영원빌딩|1168010300|개포동||개포4동|0|1217|01|0||
06315|서울특별시|Seoul|강남구|Gangnam-gu|||116804166055|개포로22길|Gaepo-ro 22-gil|0|106|0|1168010300101830008020807||연립주택|1168010300|개포동||개포4동|0|1183|01|8||
06314|서울특별시|Seoul|강남구|Gangnam-gu|||116804166179|논현로4길|Nonhyeon-ro 4-gil|0|13|0|1168010300101700003021187||연립주택|1168010300|개포동||개포4동|0|1170|01|3||
06314|서울특별시|Seoul|강남구|Gangnam-gu|||116804166204|논현로8길|Nonhyeon-ro 8-gil|0|32|13|1168010300101890003021072||연립주택|1168010300|개포동||개포4동|0|1189|01|2||
06312|서울특별시|Seoul|강남구|Gangnam-gu|||116804166128|논현로12길|Nonhyeon-ro 12-gil|0|25|0|1168010300101990005020830||연립주택|1168010300|개포동||개포4동|0|1199|01|5||
06308|서울특별시|Seoul|강남구|Gangnam-gu|||116804166056|개포로24길|Gaepo-ro 24-gil|0|32|0|1168010300112180012000001||예가풍경채|1168010300|개포동||개포4동|0|1218|01|12||
06312|서울특별시|Seoul|강남구|Gangnam-gu|||116804166142|논현로14길|Nonhyeon-ro 14-gil|0|14|0|1168010300112240004000001||예가풍경채3차|1168010300|개포동||개포4동|0|1224|01|4||
06314|서울특별시|Seoul|강남구|Gangnam-gu|||116804166204|논현로8길|Nonhyeon-ro 8-gil|0|29|0|1168010300101840021020952||연립주택|1168010300|개포동||개포4동|0|1184|01|21||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116804166053|개포로20길|Gaepo-ro 20-gil|0|17|0|1168010300102310017020575||연빌딩|1168010300|개포동||개포4동|0|1231|01|17||
06312|서울특별시|Seoul|강남구|Gangnam-gu|||116803121022|논현로|Nonhyeon-ro|0|54|0|1168010300102280005020842||연아빌딩|1168010300|개포동||개포4동|0|1228|02|5||
06312|서울특별시|Seoul|강남구|Gangnam-gu|||116803121022|논현로|Nonhyeon-ro|0|60|0|1168010300102280002020812||영광빌딩|1168010300|개포동||개포4동|0|1228|02|2||
06308|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|230|0|1168010300102170001020486||영독빌딩|1168010300|개포동||개포4동|0|1217|01|1||
06315|서울특별시|Seoul|강남구|Gangnam-gu|||116804166171|논현로2길|Nonhyeon-ro 2-gil|0|63|0|1168010300101640029020932||연립주택|1168010300|개포동||개포4동|0|1164|01|29||
06312|서울특별시|Seoul|강남구|Gangnam-gu|||116804166053|개포로20길|Gaepo-ro 20-gil|0|57|0|1168010300102000006020809||연립주택|1168010300|개포동||개포4동|0|1200|01|6||
06309|서울특별시|Seoul|강남구|Gangnam-gu|||116804166063|개포로34길|Gaepo-ro 34-gil|0|19|0|1168010300112100008000001||에이치앤에이치|1168010300|개포동||개포4동|0|1210|01|8||
06303|서울특별시|Seoul|강남구|Gangnam-gu|||116804166052|개포로17길|Gaepo-ro 17-gil|0|20|0|1168010300112500006000001||에치클래식|1168010300|개포동|||0|1250|01|6||
06305|서울특별시|Seoul|강남구|Gangnam-gu|||116803005086|언주로|Eonju-ro|0|105|0|1168010300106550001019619||현대2차아파트|1168010300|개포동||개포4동|0|655|02|1||
06323|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|409|0|1168010300101770000019101||현대3차아파트|1168010300|개포동||개포2동|0|177|01|0||
06329|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|510|0|1168010300101860016019902||현대빌딩|1168010300|개포동||개포2동|0|186|01|16||
06314|서울특별시|Seoul|강남구|Gangnam-gu|||116804166190|논현로6길|Nonhyeon-ro 6-gil|0|23|0|1168010300101850000021010||현대빌라|1168010300|개포동||개포4동|0|1185|01|0||
06306|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|235|0|1168010300102590000020435||한영빌딩|1168010300|개포동||개포4동|0|1259|01|0||
06325|서울특별시|Seoul|강남구|Gangnam-gu|||116804166443|선릉로10길|Seolleung-ro 10-gil|0|26|3|1168010300101610001019385||한진빌라|1168010300|개포동||개포2동|0|161|01|1||
06303|서울특별시|Seoul|강남구|Gangnam-gu|||116804166052|개포로17길|Gaepo-ro 17-gil|0|9|12|1168010300112440013000001||해가온|1168010300|개포동||개포4동|0|1244|01|13||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116804166166|논현로20길|Nonhyeon-ro 20-gil|0|20|0|1168010300112370007000001||한별2|1168010300|개포동||개포4동|0|1237|01|7||
06322|서울특별시|Seoul|강남구|Gangnam-gu|||116804166611|언주로6길|Eonju-ro 6-gil|0|4|0|1168010300106600035019739||한솔하우스|1168010300|개포동|||0|660|01|35||
06312|서울특별시|Seoul|강남구|Gangnam-gu|||116803121022|논현로|Nonhyeon-ro|0|50|0|1168010300101940000020883||한영빌딩|1168010300|개포동||개포4동|0|1194|02|0||
06325|서울특별시|Seoul|강남구|Gangnam-gu|||116804166457|선릉로12길|Seolleung-ro 12-gil|0|27|0|1168010300101700013019332||학산당|1168010300|개포동||개포2동|0|170|01|13||
06324|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|408|0|1168010300101550000028228||한국외국인학교|1168010300|개포동||개포2동|0|155|01|0||
06313|서울특별시|Seoul|강남구|Gangnam-gu|||116804166171|논현로2길|Nonhyeon-ro 2-gil|0|50|0|1168010300101640020000001||한림아파트|1168010300|개포동||개포4동|0|1164|01|20||
06334|서울특별시|Seoul|강남구|Gangnam-gu|||116802000003|남부순환로|Nambusunhwan-ro|0|3142|30|1168010300100120003000001||한마음공원화장실|1168010300|개포동||일원2동|0|12|04|3||
06325|서울특별시|Seoul|강남구|Gangnam-gu|||116804166443|선릉로10길|Seolleung-ro 10-gil|0|10|6|1168010300101660002019515||한빛빌라|1168010300|개포동||개포2동|0|166|01|2||
06314|서울특별시|Seoul|강남구|Gangnam-gu|||116804166179|논현로4길|Nonhyeon-ro 4-gil|0|39|0|1168010300101760002021324||한빛빌라|1168010300|개포동||개포4동|0|1176|01|2||
06335|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|613|0|1168010300100120005019080||하상장애인종합복지관|1168010300|개포동||일원2동|0|12|01|5||
06306|서울특별시|Seoul|강남구|Gangnam-gu|||116804166057|개포로25길|Gaepo-ro 25-gil|0|17|5|1168010300102550003020298||하우스빌|1168010300|개포동||개포4동|0|1255|01|3||
06312|서울특별시|Seoul|강남구|Gangnam-gu|||116804166128|논현로12길|Nonhyeon-ro 12-gil|0|3|4|1168010300111950014000001||하우징허브|1168010300|개포동||개포4동|0|1195|01|14||
06312|서울특별시|Seoul|강남구|Gangnam-gu|||116804166128|논현로12길|Nonhyeon-ro 12-gil|0|3|6|1168010300111950008000001||하우징허브|1168010300|개포동||개포4동|0|1195|01|8||
