우편번호|시도|시도영문|시군구|시군구영문|읍면|읍면영문|도로명코드|도로명|도로명영문|지하여부|건물번호본번|건물번호부번|건물관리번호|다량배달처명|시군구용건물명|법정동코드|법정동명|리명|행정동명|산여부|지번본번|읍면동일련번호|지번부번|구우편번호|우편번호일련번호
06314|서울특별시|Seoul|강남구|Gangnam-gu|||116804166204|논현로8길|Nonhyeon-ro 8-gil|0|32|18|1168010300101880010000001||하이랜드빌라|1168010300|개포동||개포4동|0|1188|01|10||
06315|서울특별시|Seoul|강남구|Gangnam-gu|||116804166179|논현로4길|Nonhyeon-ro 4-gil|0|50|0|1168010300101650000021032||포이현대빌라트|1168010300|개포동||개포4동|0|1165|01|0||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|220|0|1168010300102380009020499||풍전빌딩|1168010300|개포동||개포4동|0|1238|01|9||
06303|서울특별시|Seoul|강남구|Gangnam-gu|||116804166052|개포로17길|Gaepo-ro 17-gil|0|9|10|1168010300112440012000001||프리가|1168010300|개포동||개포4동|0|1244|01|12||
06313|서울특별시|Seoul|강남구|Gangnam-gu|||116803121022|논현로|Nonhyeon-ro|0|26|0|1168010300101910000021138||퍼시픽빌딩|1168010300|개포동||개포4동|0|1191|02|0||
06306|서울특별시|Seoul|강남구|Gangnam-gu|||116804166061|개포로31길|Gaepo-ro 31-gil|0|29|5|1168010300102650007020225||포레스트강남|1168010300|개포동||개포4동|0|1265|01|7||
06314|서울특별시|Seoul|강남구|Gangnam-gu|||116804166111|논현로10길|Nonhyeon-ro 10-gil|0|24|0|1168010300111840000000001||포이동연립주택|1168010300|개포동||개포4동|0|1184|01|0||
06303|서울특별시|Seoul|강남구|Gangnam-gu|||116804166051|개포로15길|Gaepo-ro 15-gil|0|32|8|1168010300102420004020330||포이동현대아파트|1168010300|개포동||개포4동|0|1242|01|2||
06313|서울특별시|Seoul|강남구|Gangnam-gu|||116802000006|양재대로|Yangjae-daero|0|379|0|1168010300101640028000001||포이벨리아파트|1168010300|개포동||개포4동|0|1164|01|28||
06312|서울특별시|Seoul|강남구|Gangnam-gu|||116804166158|논현로16길|Nonhyeon-ro 16-gil|0|4|9|1168010300102270007026520||포이아트빌1차|1168010300|개포동||개포4동|0|1227|01|7||
06312|서울특별시|Seoul|강남구|Gangnam-gu|||116804166158|논현로16길|Nonhyeon-ro 16-gil|0|4|7|1168010300102270008026521||포이아트빌2차|1168010300|개포동||개포4동|0|1227|01|8||
06311|서울특별시|Seoul|강남구|Gangnam-gu|||116804166055|개포로22길|Gaepo-ro 22-gil|0|87|0|1168010300102730000020783||포이초등학교|1168010300|개포동||개포4동|0|1273|01|0||
06306|서울특별시|Seoul|강남구|Gangnam-gu|||116804166061|개포로31길|Gaepo-ro 31-gil|0|8|0|1168010300102620014020347||푸르지오디아뜨|1168010300|개포동||개포4동|0|1262|01|14||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116804166164|논현로18길|Nonhyeon-ro 18-gil|0|18|22|1168010300112340007000001||푸른빌|1168010300|개포동||개포4동|0|1234|01|7||
06322|서울특별시|Seoul|강남구|Gangnam-gu|||116804166611|언주로6길|Eonju-ro 6-gil|0|4|3|1168010300106600028019736||태주하이빌|1168010300|개포동||개포1동|0|660|01|28||
06306|서울특별시|Seoul|강남구|Gangnam-gu|||116804166054|개포로21길|Gaepo-ro 21-gil|0|19|0|1168010300102520009000001||파라곤빌|1168010300|개포동||개포4동|0|1252|01|9||
06306|서울특별시|Seoul|강남구|Gangnam-gu|||116804166054|개포로21길|Gaepo-ro 21-gil|0|23|0|1168010300102520007000001||파라곤빌|1168010300|개포동||개포4동|0|1252|01|7||
06306|서울특별시|Seoul|강남구|Gangnam-gu|||116804166054|개포로21길|Gaepo-ro 21-gil|0|21|0|1168010300102520008000001||파라곤빌|1168010300|개포동||개포4동|0|1252|01|8||
06303|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|211|0|1168010300102460002020480||파워엠빌딩|1168010300|개포동||개포4동|0|1246|01|2||
06312|서울특별시|Seoul|강남구|Gangnam-gu|||116804166053|개포로20길|Gaepo-ro 20-gil|0|49|0|1168010300102000010026435||파크타운|1168010300|개포동||개포4동|0|1200|01|10||
06315|서울특별시|Seoul|강남구|Gangnam-gu|||116804166204|논현로8길|Nonhyeon-ro 8-gil|0|62|3|1168010300111810008000001||태인빌라|1168010300|개포동||개포4동|0|1181|01|8||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116803121022|논현로|Nonhyeon-ro|0|74|0|1168010300102290009020721||코인빌딩|1168010300|개포동||개포4동|0|1229|02|9||
06314|서울특별시|Seoul|강남구|Gangnam-gu|||116804166190|논현로6길|Nonhyeon-ro 6-gil|0|17|0|1168010300101890008021106||크리스탈테리아|1168010300|개포동||개포4동|0|1189|01|8||
06312|서울특별시|Seoul|강남구|Gangnam-gu|||116804166158|논현로16길|Nonhyeon-ro 16-gil|0|22|0|1168010300112210011000001||키스톤하우스|1168010300|개포동||개포4동|0|1221|01|11||
06304|서울특별시|Seoul|강남구|Gangnam-gu|||116804166849|논현로22길|Nonhyeon-ro 22-gil|0|78|0|1168010300112670001000001||출발마당화장실|1168010300|개포동||개포4동|0|1267|01|1||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116804166164|논현로18길|Nonhyeon-ro 18-gil|0|10|17|1168010300102350013027610||충만빌딩|1168010300|개포동||개포4동|0|1235|01|13||
06312|서울특별시|Seoul|강남구|Gangnam-gu|||116804166053|개포로20길|Gaepo-ro 20-gil|0|53|0|1168010300102000008000001||충원아트빌|1168010300|개포동||개포4동|0|1200|01|8||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|210|0|1168010300102380004020516||충의빌딩|1168010300|개포동||개포4동|0|1238|01|4||
06312|서울특별시|Seoul|강남구|Gangnam-gu|||116804166111|논현로10길|Nonhyeon-ro 10-gil|0|29|0|1168010300111970002000001||친환경식품유통센터|1168010300|개포동||개포4동|0|1197|01|2||
06329|서울특별시|Seoul|강남구|Gangnam-gu|||116803122005|삼성로|Samseong-ro|0|40|0|1168010300101860000019916||청송빌딩|1168010300|개포동||개포2동|0|186|01|0||
06309|서울특별시|Seoul|강남구|Gangnam-gu|||116804166065|개포로36길|Gaepo-ro 36-gil|0|3|0|1168010300112110001000001||청아람|1168010300|개포동|||0|1211|01|1||
06329|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|506|0|1168010300101860014019904||청우빌딩|1168010300|개포동||개포2동|0|186|01|14||
06309|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|252|0|1168010300102120004020459||진성빌딩|1168010300|개포동||개포4동|0|1212|01|4||
06309|서울특별시|Seoul|강남구|Gangnam-gu|||116804166060|개포로30길|Gaepo-ro 30-gil|0|21|0|1168010300112080009000001||진아트빌|1168010300|개포동||개포4동|0|1208|01|9||
06309|서울특별시|Seoul|강남구|Gangnam-gu|||116804166062|개포로32길|Gaepo-ro 32-gil|0|22|0|1168010300112080004000001||진영빌리지|1168010300|개포동||개포4동|0|1208|01|4||
06325|서울특별시|Seoul|강남구|Gangnam-gu|||116804166443|선릉로10길|Seolleung-ro 10-gil|0|18|0|1168010300101640000019438||주은아키빌|1168010300|개포동||개포2동|0|164|01|0||
06312|서울특별시|Seoul|강남구|Gangnam-gu|||116804166158|논현로16길|Nonhyeon-ro 16-gil|0|12|0|1168010300102260011020767||창빌딩|1168010300|개포동||개포4동|0|1226|01|11||
06314|서울특별시|Seoul|강남구|Gangnam-gu|||116804166190|논현로6길|Nonhyeon-ro 6-gil|0|18|8|1168010300111710002000001||중앙클래식|1168010300|개포동||개포4동|0|1171|01|2||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116803121022|논현로|Nonhyeon-ro|0|80|0|1168010300102290005020649||지성빌딩|1168010300|개포동||개포4동|0|1229|02|5||
06313|서울특별시|Seoul|강남구|Gangnam-gu|||116803121022|논현로|Nonhyeon-ro|0|18|0|1168010300101910004021184||지수빌딩|1168010300|개포동||개포4동|0|1191|02|4||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116804166164|논현로18길|Nonhyeon-ro 18-gil|0|11|0|1168010300102370018000002||제일빌딩|1168010300|개포동||개포4동|0|1237|01|18||
06314|서울특별시|Seoul|강남구|Gangnam-gu|||116804166179|논현로4길|Nonhyeon-ro 4-gil|0|27|0|1168010300101740009021140||지호빌라A|1168010300|개포동||개포4동|0|1174|01|9||
06314|서울특별시|Seoul|강남구|Gangnam-gu|||116804166190|논현로6길|Nonhyeon-ro 6-gil|0|26|9|1168010300101740012021112||지호빌라B|1168010300|개포동||개포4동|0|1174|01|12||
06303|서울특별시|Seoul|강남구|Gangnam-gu|||116804166052|개포로17길|Gaepo-ro 17-gil|0|25|0|1168010300102430001020270||조이빌|1168010300|개포동||개포4동|0|1243|01|1||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116804166164|논현로18길|Nonhyeon-ro 18-gil|0|18|18|1168010300102340006020659|||1168010300|개포동||개포4동|0|1234|01|6||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116804166164|논현로18길|Nonhyeon-ro 18-gil|0|18|10|1168010300102340003020619|||1168010300|개포동||개포4동|0|1234|01|3||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116804166164|논현로18길|Nonhyeon-ro 18-gil|0|18|19|1168010300102330015020653|||1168010300|개포동||개포4동|0|1233|01|15||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116804166164|논현로18길|Nonhyeon-ro 18-gil|0|22|12|1168010300102330005020616|||1168010300|개포동||개포4동|0|1233|01|5||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116804166164|논현로18길|Nonhyeon-ro 18-gil|0|18|15|1168010300102330017020636|||1168010300|개포동||개포4동|0|1233|01|17||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116804166164|논현로18길|Nonhyeon-ro 18-gil|0|14|12|1168010300102350005020657|||1168010300|개포동||개포4동|0|1235|01|5||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116804166164|논현로18길|Nonhyeon-ro 18-gil|0|14|4|1168010300102350001020602|||1168010300|개포동||개포4동|0|1235|01|1||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116804166164|논현로18길|Nonhyeon-ro 18-gil|0|14|11|1168010300102340013020639|||1168010300|개포동||개포4동|0|1234|01|13||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116804166164|논현로18길|Nonhyeon-ro 18-gil|0|18|9|1168010300102330021020599|||1168010300|개포동||개포4동|0|1233|01|21||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116804166164|논현로18길|Nonhyeon-ro 18-gil|0|6|0|1168010300102360021020600|||1168010300|개포동||개포4동|0|1236|01|21||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116804166164|논현로18길|Nonhyeon-ro 18-gil|0|18|6|1168010300102340002020605|||1168010300|개포동||개포4동|0|1234|01|2||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116804166164|논현로18길|Nonhyeon-ro 18-gil|0|14|0|1168010300102350000020582|||1168010300|개포동||개포4동|0|1235|01|0||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116804166164|논현로18길|Nonhyeon-ro 18-gil|0|14|10|1168010300102350004020643|||1168010300|개포동||개포4동|0|1235|01|4||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116804166164|논현로18길|Nonhyeon-ro 18-gil|0|18|17|1168010300102330016020645|||1168010300|개포동||개포4동|0|1233|01|16||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116804166164|논현로18길|Nonhyeon-ro 18-gil|0|14|14|1168010300102350006020664|||1168010300|개포동||개포4동|0|1235|01|6||
06329|서울특별시|Seoul|강남구|Gangnam-gu|||116804166068|개포로82길|Gaepo-ro 82-gil|0|9|15|1168010300101860009019907|||1168010300|개포동||개포2동|0|186|01|9||
06358|서울특별시|Seoul|강남구|Gangnam-gu|||116802000006|양재대로|Yangjae-daero|0|568|12|1168010300101080000000001|||1168010300|개포동||개포2동|0|108|01|1||
06358|서울특별시|Seoul|강남구|Gangnam-gu|||116802000006|양재대로|Yangjae-daero|0|542|1|1168010300200670001000001|||1168010300|개포동||개포2동|1|67|01|1||
06313|서울특별시|Seoul|강남구|Gangnam-gu|||116802000006|양재대로|Yangjae-daero|0|333|0|1168010300101630008021227|||1168010300|개포동||개포4동|0|1163|01|8||
06325|서울특별시|Seoul|강남구|Gangnam-gu|||116804166443|선릉로10길|Seolleung-ro 10-gil|0|20|0|1168010300101630009019418|||1168010300|개포동||개포2동|0|163|01|9||
06325|서울특별시|Seoul|강남구|Gangnam-gu|||116804166443|선릉로10길|Seolleung-ro 10-gil|0|22|3|1168010300101620008019407|||1168010300|개포동||개포2동|0|162|01|8||
06308|서울특별시|Seoul|강남구|Gangnam-gu|||116804166055|개포로22길|Gaepo-ro 22-gil|0|25|0|1168010300102180021020630|||1168010300|개포동||개포4동|0|1218|01|21||
06311|서울특별시|Seoul|강남구|Gangnam-gu|||116804166055|개포로22길|Gaepo-ro 22-gil|0|49|7|1168010300102010006020751|||1168010300|개포동||개포4동|0|1201|01|6||
06314|서울특별시|Seoul|강남구|Gangnam-gu|||116804166171|논현로2길|Nonhyeon-ro 2-gil|0|39|0|1168010300101660008021113|||1168010300|개포동||개포4동|0|1166|01|8||
06314|서울특별시|Seoul|강남구|Gangnam-gu|||116804166171|논현로2길|Nonhyeon-ro 2-gil|0|43|0|1168010300101660006021089|||1168010300|개포동||개포4동|0|1166|01|6||
06313|서울특별시|Seoul|강남구|Gangnam-gu|||116804166171|논현로2길|Nonhyeon-ro 2-gil|0|30|0|1168010300101640010021182|||1168010300|개포동||개포4동|0|1164|01|10||
06315|서울특별시|Seoul|강남구|Gangnam-gu|||116804166171|논현로2길|Nonhyeon-ro 2-gil|0|59|0|1168010300101650009020986|||1168010300|개포동||개포4동|0|1165|01|9||
06315|서울특별시|Seoul|강남구|Gangnam-gu|||116804166171|논현로2길|Nonhyeon-ro 2-gil|0|57|0|1168010300101650010021002|||1168010300|개포동||개포4동|0|1165|01|10||
06314|서울특별시|Seoul|강남구|Gangnam-gu|||116804166171|논현로2길|Nonhyeon-ro 2-gil|0|33|0|1168010300101670007021154|||1168010300|개포동||개포4동|0|1167|01|7||
06313|서울특별시|Seoul|강남구|Gangnam-gu|||116804166171|논현로2길|Nonhyeon-ro 2-gil|0|5|0|1168010300101690008021222|||1168010300|개포동||개포4동|0|1169|01|8||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116804166166|논현로20길|Nonhyeon-ro 20-gil|0|4|11|1168010300102360020020622|||1168010300|개포동||개포4동|0|1236|01|20||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116804166166|논현로20길|Nonhyeon-ro 20-gil|0|18|0|1168010300102370006020533|||1168010300|개포동||개포4동|0|1237|01|6||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116804166166|논현로20길|Nonhyeon-ro 20-gil|0|4|13|1168010300102360019020638|||1168010300|개포동||개포4동|0|1236|01|19||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116804166166|논현로20길|Nonhyeon-ro 20-gil|0|4|34|1168010300102290015020758|||1168010300|개포동||개포4동|0|1229|01|15||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116804166166|논현로20길|Nonhyeon-ro 20-gil|0|4|27|1168010300102360012020734|||1168010300|개포동||개포4동|0|1236|01|12||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116804166166|논현로20길|Nonhyeon-ro 20-gil|0|4|35|1168010300102360010020740|||1168010300|개포동||개포4동|0|1236|01|10||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116804166166|논현로20길|Nonhyeon-ro 20-gil|0|24|0|1168010300102370009020523|||1168010300|개포동||개포4동|0|1237|01|9||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116804166166|논현로20길|Nonhyeon-ro 20-gil|0|4|23|1168010300102360014020692|||1168010300|개포동||개포4동|0|1236|01|14||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116804166166|논현로20길|Nonhyeon-ro 20-gil|0|4|19|1168010300102360016020674|||1168010300|개포동||개포4동|0|1236|01|16||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116804166166|논현로20길|Nonhyeon-ro 20-gil|0|4|25|1168010300102360013020722|||1168010300|개포동||개포4동|0|1236|01|13||
06306|서울특별시|Seoul|강남구|Gangnam-gu|||116804166061|개포로31길|Gaepo-ro 31-gil|0|9|3|1168010300102600006020361|||1168010300|개포동||개포4동|0|1260|01|6||
06306|서울특별시|Seoul|강남구|Gangnam-gu|||116804166061|개포로31길|Gaepo-ro 31-gil|0|16|0|1168010300102620002020292|||1168010300|개포동||개포4동|0|1262|01|2||
06306|서울특별시|Seoul|강남구|Gangnam-gu|||116804166057|개포로25길|Gaepo-ro 25-gil|0|3|6|1168010300102570008020412|||1168010300|개포동||개포4동|0|1257|01|8||
06306|서울특별시|Seoul|강남구|Gangnam-gu|||116804166057|개포로25길|Gaepo-ro 25-gil|0|17|3|1168010300102550004020293|||1168010300|개포동||개포4동|0|1255|01|4||
06306|서울특별시|Seoul|강남구|Gangnam-gu|||116804166057|개포로25길|Gaepo-ro 25-gil|0|24|0|1168010300102650009028179|||1168010300|개포동||개포4동|0|1265|01|9||
06306|서울특별시|Seoul|강남구|Gangnam-gu|||116804166057|개포로25길|Gaepo-ro 25-gil|0|22|0|1168010300102640000020252|||1168010300|개포동||개포4동|0|1264|01|0||
06303|서울특별시|Seoul|강남구|Gangnam-gu|||116804166051|개포로15길|Gaepo-ro 15-gil|0|3|10|1168010300102400006020464|||1168010300|개포동||개포4동|0|1240|01|6||
06303|서울특별시|Seoul|강남구|Gangnam-gu|||116804166051|개포로15길|Gaepo-ro 15-gil|0|9|0|1168010300102400002020439|||1168010300|개포동||개포4동|0|1240|01|2||
06314|서울특별시|Seoul|강남구|Gangnam-gu|||116804166190|논현로6길|Nonhyeon-ro 6-gil|0|26|10|1168010300101730005021127|||1168010300|개포동||개포4동|0|1173|01|5||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116804166164|논현로18길|Nonhyeon-ro 18-gil|0|18|5|1168010300112330022000001|||1168010300|개포동||개포4동|0|1233|01|22||
06308|서울특별시|Seoul|강남구|Gangnam-gu|||116804166058|개포로26길|Gaepo-ro 26-gil|0|24|0|1168010300102050003026819||효성럭스빌|1168010300|개포동||개포4동|0|1205|01|3||
06306|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|243|0|1168010300102590004020426||흥진빌딩|1168010300|개포동||개포4동|0|1259|01|4||
06308|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|234|0|1168010300102170003020481||흥진빌딩|1168010300|개포동||개포4동|0|1217|01|3||
06308|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|232|0|1168010300102170002020483||희영빌딩|1168010300|개포동||개포4동|0|1217|01|2||
06306|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|255|0|1168010300102620010020388||화성빌딩|1168010300|개포동||개포4동|0|1262|01|10||
06306|서울특별시|Seoul|강남구|Gangnam-gu|||116804166061|개포로31길|Gaepo-ro 31-gil|0|15|6|1168010300102630008020301||화이트빌라|1168010300|개포동||개포4동|0|1263|01|8||
06306|서울특별시|Seoul|강남구|Gangnam-gu|||116804166057|개포로25길|Gaepo-ro 25-gil|0|12|0|1168010300102610000020332||형제빌딩|1168010300|개포동||개포4동|0|1261|01|0||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|208|0|1168010300102380003000001||형지빌딩|1168010300|개포동||개포4동|0|1238|01|3||
06308|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|240|0|1168010300102170006020472||혜영빌딩|1168010300|개포동||개포4동|0|1217|01|6||
06313|서울특별시|Seoul|강남구|Gangnam-gu|||116803121022|논현로|Nonhyeon-ro|0|6|0|1168010300101630006021223||혜정빌딩|1168010300|개포동||개포4동|0|1163|02|6||
06325|서울특별시|Seoul|강남구|Gangnam-gu|||116804166481|선릉로18길|Seolleung-ro 18-gil|0|20|0|1168010300101720006019317||현대빌라|1168010300|개포동||개포2동|0|172|01|6||
06309|서울특별시|Seoul|강남구|Gangnam-gu|||116804166065|개포로36길|Gaepo-ro 36-gil|0|9|0|1168010300102110002020428||현대빌라|1168010300|개포동||개포4동|0|1211|01|2||
06320|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|303|0|1168010300106530000019474||현대1차아파트|1168010300|개포동||개포1동|0|653|01|0||
06305|서울특별시|Seoul|강남구|Gangnam-gu|||116803005086|언주로|Eonju-ro|0|107|0|1168010300106540000019414||현대2차아파트|1168010300|개포동||개포4동|0|654|02|0||
06308|서울특별시|Seoul|강남구|Gangnam-gu|||116804166055|개포로22길|Gaepo-ro 22-gil|0|31|0|1168010300102180018020670|||1168010300|개포동||개포4동|0|1218|01|18||
06311|서울특별시|Seoul|강남구|Gangnam-gu|||116804166055|개포로22길|Gaepo-ro 22-gil|0|41|4|1168010300102020001020745|||1168010300|개포동||개포4동|0|1202|01|1||
06315|서울특별시|Seoul|강남구|Gangnam-gu|||116804166055|개포로22길|Gaepo-ro 22-gil|0|92|0|1168010300101830001020876|||1168010300|개포동||개포4동|0|1183|01|1||
06303|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|215|0|1168010300102460004020475|||1168010300|개포동||개포4동|0|1246|01|4||
06325|서울특별시|Seoul|강남구|Gangnam-gu|||116804166443|선릉로10길|Seolleung-ro 10-gil|0|4|6|1168010300101670002019542|||1168010300|개포동||개포2동|0|167|01|2||
06325|서울특별시|Seoul|강남구|Gangnam-gu|||116804166443|선릉로10길|Seolleung-ro 10-gil|0|26|5|1168010300101610002000001|||1168010300|개포동|||0|161|01|2||
06325|서울특별시|Seoul|강남구|Gangnam-gu|||116804166443|선릉로10길|Seolleung-ro 10-gil|0|14|6|1168010300101650002019497|||1168010300|개포동||개포2동|0|165|01|2||
06308|서울특별시|Seoul|강남구|Gangnam-gu|||116804166056|개포로24길|Gaepo-ro 24-gil|0|19|0|1168010300102160005021236|||1168010300|개포동||개포4동|0|1216|01|5||
06308|서울특별시|Seoul|강남구|Gangnam-gu|||116804166056|개포로24길|Gaepo-ro 24-gil|0|24|0|1168010300102180008021241|||1168010300|개포동||개포4동|0|1218|01|8||
06308|서울특별시|Seoul|강남구|Gangnam-gu|||116804166056|개포로24길|Gaepo-ro 24-gil|0|28|0|1168010300102180010021246|||1168010300|개포동||개포4동|0|1218|01|10||
06308|서울특별시|Seoul|강남구|Gangnam-gu|||116804166056|개포로24길|Gaepo-ro 24-gil|0|6|0|1168010300102180000021228|||1168010300|개포동||개포4동|0|1218|01|0||
06308|서울특별시|Seoul|강남구|Gangnam-gu|||116804166056|개포로24길|Gaepo-ro 24-gil|0|34|0|1168010300102180013021251|||1168010300|개포동||개포4동|0|1218|01|13||
06308|서울특별시|Seoul|강남구|Gangnam-gu|||116804166056|개포로24길|Gaepo-ro 24-gil|0|36|0|1168010300102180014020700|||1168010300|개포동||개포4동|0|1218|01|14||
06308|서울특별시|Seoul|강남구|Gangnam-gu|||116804166056|개포로24길|Gaepo-ro 24-gil|0|22|0|1168010300102180007021239|||1168010300|개포동||개포4동|0|1218|01|6||
06312|서울특별시|Seoul|강남구|Gangnam-gu|||116804166142|논현로14길|Nonhyeon-ro 14-gil|0|8|0|1168010300102240001020854|||1168010300|개포동||개포4동|0|1224|01|1||
06312|서울특별시|Seoul|강남구|Gangnam-gu|||116804166142|논현로14길|Nonhyeon-ro 14-gil|0|7|0|1168010300102250001020836|||1168010300|개포동||개포4동|0|1225|01|1||
06312|서울특별시|Seoul|강남구|Gangnam-gu|||116804166128|논현로12길|Nonhyeon-ro 12-gil|0|5|0|1168010300101950007021001|||1168010300|개포동||개포4동|0|1195|01|7||
06312|서울특별시|Seoul|강남구|Gangnam-gu|||116804166128|논현로12길|Nonhyeon-ro 12-gil|0|19|7|1168010300101960001020857|||1168010300|개포동||개포4동|0|1196|01|1||
06312|서울특별시|Seoul|강남구|Gangnam-gu|||116804166158|논현로16길|Nonhyeon-ro 16-gil|0|14|4|1168010300102260001020772|||1168010300|개포동||개포4동|0|1226|01|1||
06312|서울특별시|Seoul|강남구|Gangnam-gu|||116804166158|논현로16길|Nonhyeon-ro 16-gil|0|10|3|1168010300102260010020779|||1168010300|개포동||개포4동|0|1226|01|10||
06312|서울특별시|Seoul|강남구|Gangnam-gu|||116804166158|논현로16길|Nonhyeon-ro 16-gil|0|14|5|1168010300102220010020761|||1168010300|개포동||개포4동|0|1222|01|10||
06312|서울특별시|Seoul|강남구|Gangnam-gu|||116804166158|논현로16길|Nonhyeon-ro 16-gil|0|20|11|1168010300102210006020771|||1168010300|개포동||개포4동|0|1221|01|6||
06312|서울특별시|Seoul|강남구|Gangnam-gu|||116804166158|논현로16길|Nonhyeon-ro 16-gil|0|20|9|1168010300102210012020753|||1168010300|개포동||개포4동|0|1221|01|12||
06312|서울특별시|Seoul|강남구|Gangnam-gu|||116804166158|논현로16길|Nonhyeon-ro 16-gil|0|20|5|1168010300102210009020741|||1168010300|개포동||개포4동|0|1221|01|9||
06306|서울특별시|Seoul|강남구|Gangnam-gu|||116804166054|개포로21길|Gaepo-ro 21-gil|0|18|0|1168010300102550011020325|||1168010300|개포동||개포4동|0|1255|01|11||
06306|서울특별시|Seoul|강남구|Gangnam-gu|||116804166054|개포로21길|Gaepo-ro 21-gil|0|9|0|1168010300102490002020382|||1168010300|개포동||개포4동|0|1249|01|2||
06306|서울특별시|Seoul|강남구|Gangnam-gu|||116804166054|개포로21길|Gaepo-ro 21-gil|0|7|0|1168010300102490003020408|||1168010300|개포동||개포4동|0|1249|01|3||
06308|서울특별시|Seoul|강남구|Gangnam-gu|||116804166056|개포로24길|Gaepo-ro 24-gil|0|16|0|1168010300102180004021235|||1168010300|개포동||개포4동|0|1218|01|4||
06315|서울특별시|Seoul|강남구|Gangnam-gu|||116804166055|개포로22길|Gaepo-ro 22-gil|0|98|0|1168010300101830004020843|||1168010300|개포동||개포4동|0|1183|01|4||
06314|서울특별시|Seoul|강남구|Gangnam-gu|||116804166055|개포로22길|Gaepo-ro 22-gil|0|76|0|1168010300101840007020944|||1168010300|개포동||개포4동|0|1184|01|7||
06308|서울특별시|Seoul|강남구|Gangnam-gu|||116804166055|개포로22길|Gaepo-ro 22-gil|0|17|0|1168010300102180025020564|||1168010300|개포동||개포4동|0|1218|01|25||
06308|서울특별시|Seoul|강남구|Gangnam-gu|||116804166055|개포로22길|Gaepo-ro 22-gil|0|39|11|1168010300102040007020658|||1168010300|개포동||개포4동|0|1204|01|7||
06311|서울특별시|Seoul|강남구|Gangnam-gu|||116804166055|개포로22길|Gaepo-ro 22-gil|0|45|14|1168010300102010004020729|||1168010300|개포동||개포4동|0|1201|01|4||
06314|서울특별시|Seoul|강남구|Gangnam-gu|||116804166055|개포로22길|Gaepo-ro 22-gil|0|80|0|1168010300101840009020943|||1168010300|개포동||개포4동|0|1184|01|9||
06312|서울특별시|Seoul|강남구|Gangnam-gu|||116804166055|개포로22길|Gaepo-ro 22-gil|0|54|0|1168010300102000004000001|||1168010300|개포동||개포4동|0|1200|01|4||
